symbol,momentum_score,trend_strength,directional_consistency,momentum_persistence,volatility,rank
MOTHERSON.NS,0.6228897631168366,0.010669775307178497,0.005264550447463989,1.0673373937606812,0.0026081260293722153,1
PFC.NS,0.552385860402137,0.008934344165027142,0.0049592601135373116,0.8343330025672913,0.00361934513784945,2
NAUKRI.NS,0.5513348682317882,0.011264655739068985,0.002812058199197054,0.8255754113197327,0.0034513655118644238,3
BPCL.NS,0.5478933962527662,0.024257086217403412,0.003920335788279772,0.7978888750076294,0.005628746002912521,4
BOSCHLTD.NS,0.5462011398980393,0.004484130069613457,0.003184474306181073,0.8178761005401611,0.0020985512528568506,5
COALINDIA.NS,0.5442835944704711,0.00938578974455595,0.006328272633254528,0.8080925345420837,0.0034823291935026646,6
TATAPOWER.NS,0.5343225566670299,0.01091056689620018,0.005798524245619774,0.7723262906074524,0.0028231304604560137,7
KOTAKBANK.NS,0.5342050292761996,0.006722081918269396,0.0019106196705251932,0.7736312747001648,0.002117446856573224,8
CHOLAFIN.NS,0.533548412611708,0.017138667404651642,0.002552605699747801,0.7581957578659058,0.0031062436755746603,9
SBIN.NS,0.5319593168562278,0.005650489591062069,0.002110070316120982,0.7677738070487976,0.0019570025615394115,10
