symbol,momentum_score,trend_strength,directional_consistency,momentum_persistence,volatility,rank
HINDALCO.NS,0.6034937905031257,0.011508466675877571,0.0014471480390056968,0.9977484941482544,0.0025028090458363295,1
IOC.NS,0.5796790238004178,0.01022652443498373,0.0013543865643441677,0.9199824333190918,0.0022248695604503155,2
TATACONSUM.NS,0.5649634420871734,0.00604912918061018,0.0027310289442539215,0.8778769969940186,0.00248907133936882,3
TVSMOTOR.NS,0.559556192427408,0.004810832906514406,0.0014242030447348952,0.8601970672607422,0.0025302283465862274,4
DABUR.NS,0.5532985071768053,0.00821970496326685,0.0010482348734512925,0.8344169855117798,0.002348009031265974,5
BAJAJ-AUTO.NS,0.5412978937616572,0.007946286350488663,0.001675435109063983,0.795406699180603,0.0020688814111053944,6
HDFCBANK.NS,0.5409628299064935,0.005084451753646135,0.002294725738465786,0.798724889755249,0.0018350481986999512,7
HINDUNILVR.NS,0.5407674390939065,0.0059398869052529335,0.0018584678182378411,0.7964967489242554,0.001812290633097291,8
ICICIGI.NS,0.5396331936819478,0.006239769514650106,0.0021082626190036535,0.7925658822059631,0.0027277260087430477,9
ICICIPRULI.NS,0.5349761734716594,0.0154024139046669,0.002721852622926235,0.7654392123222351,0.0024016082752496004,10
