symbol,momentum_score,trend_strength,directional_consistency,momentum_persistence,volatility,rank
ICICIPRULI.NS,0.6408117771847173,0.012382403947412968,0.0028592159505933523,1.1223886013031006,0.0032655997201800346,1
HAL.NS,0.6165679368190466,0.02231656201183796,0.00489144679158926,1.0303624868392944,0.003634006017819047,2
HDFCBANK.NS,0.599295876326505,0.013627184554934502,0.0017599706770852208,0.9812433123588562,0.002504931529983878,3
ADANIENT.NS,0.5959113673307002,0.18969814479351044,0.0068998681381344795,0.7403402328491211,0.015911530703306198,4
ONGC.NS,0.5639390678144991,0.026693755760788918,0.0034475745633244514,0.847652792930603,0.0035695938859134912,5
BAJAJHLDNG.NS,0.5531479926314204,0.016894685104489326,0.004677049349993467,0.8259774446487427,0.004541198723018169,6
NTPC.NS,0.5486937989364378,0.026258401572704315,0.001740111387334764,0.7957082390785217,0.004413227085024118,7
TATAPOWER.NS,0.5437477247323841,0.021697059273719788,0.00489170802757144,0.7884547114372253,0.004535650834441185,8
TATACONSUM.NS,0.5409519357606769,0.015369582921266556,0.0019237902015447617,0.7846041321754456,0.0026685786433517933,9
ADANIGREEN.NS,0.5337678989395499,0.011534836143255234,0.014678506180644035,0.7785250544548035,0.01792306825518608,10
