symbol,momentum_score,trend_strength,directional_consistency,momentum_persistence,volatility,rank
DLF.NS,0.5930421005003155,0.010175406001508236,0.0026825619861483574,0.9659223556518555,0.002600152511149645,1
TVSMOTOR.NS,0.5671458952361718,0.010968728922307491,0.0019975912291556597,0.8778589367866516,0.0025787614285945892,2
ZYDUSLIFE.NS,0.5606404241989367,0.00837622955441475,0.0015631377464160323,0.8591962456703186,0.0017578548286110163,3
SIEMENS.NS,0.5550523592624813,0.009516214951872826,0.0016995896585285664,0.8391858339309692,0.004332997370511293,4
HINDUNILVR.NS,0.5465310663566925,0.00684634642675519,0.0007476612227037549,0.8133894205093384,0.0013695494271814823,5
INDHOTEL.NS,0.5462098877644166,0.012367475777864456,0.0013834747951477766,0.8055931329727173,0.0027143913321197033,6
ASIANPAINT.NS,0.5437033307738601,0.006812280975282192,0.0017253803089261055,0.8049867749214172,0.0020771732088178396,7
CIPLA.NS,0.5315268007107079,0.0074526844546198845,0.001179729588329792,0.7629988193511963,0.002078087069094181,8
RECLTD.NS,0.523285359237343,0.01557910442352295,0.001657445915043354,0.725169837474823,0.005743787623941898,9
ABB.NS,0.5218757364666089,0.01533376146107912,0.0017754386644810438,0.720916211605072,0.002474506851285696,10
