symbol,momentum_score,trend_strength,directional_consistency,momentum_persistence,volatility,rank
JINDALSTEL.NS,0.5953930996241978,0.014578978531062603,0.0017114741494879127,0.9669165015220642,0.00272881961427629,1
CIPLA.NS,0.5827472359640524,0.005607124418020248,0.002275630598887801,0.9372902512550354,0.0017440819647163153,2
CANBK.NS,0.5582343775546178,0.009573187679052353,0.003642528085038066,0.8516595363616943,0.0023169266059994698,3
LTIM.NS,0.5531860156916082,0.01483625266700983,0.001972145400941372,0.8261438608169556,0.00342765124514699,4
ADANIGREEN.NS,0.5501895673107355,0.016654351726174355,0.0020204088650643826,0.8137798309326172,0.0032362788915634155,5
SBIN.NS,0.548989717895165,0.0059016696177423,0.0009819180704653263,0.8230787515640259,0.001437753438949585,6
GODREJCP.NS,0.5479859654325991,0.009881840087473392,0.0028263130225241184,0.8162704110145569,0.001885215868242085,7
BAJFINANCE.NS,0.5393740526633337,0.04751962050795555,0.003505565458908677,0.7380595803260803,0.0031548214610666037,8
WIPRO.NS,0.5275878283311612,0.0035654869861900806,0.001146718510426581,0.7550188302993774,0.00149804656393826,9
DIVISLAB.NS,0.5124845122219994,0.008953886106610298,0.0015883354935795069,0.6979315280914307,0.0021104186307638884,10
