symbol,momentum_score,trend_strength,directional_consistency,momentum_persistence,volatility,rank
LTIM.NS,0.5703693260787986,0.0037306565791368484,0.0016248085303232074,0.8978816866874695,0.0034908289089798927,1
HINDUNILVR.NS,0.5601655890117399,0.008506455458700657,0.001422757632099092,0.8572994470596313,0.004014847334474325,2
ABB.NS,0.5581766000133939,0.0049050054512917995,0.0011204580077901483,0.8551691174507141,0.0020349309779703617,3
EICHERMOT.NS,0.536902608256787,0.0274728424847126,0.0018576374277472496,0.7549025416374207,0.002711257431656122,4
CGPOWER.NS,0.5359865463105962,0.02361220307648182,0.003083636751398444,0.7582225203514099,0.00267900456674397,5
DLF.NS,0.5301352717913688,0.007648699451237917,0.004476982168853283,0.7613962888717651,0.00244525377638638,6
TATACONSUM.NS,0.5300667945877648,0.006187368184328079,0.0010615821229293942,0.7597010731697083,0.0026189428754150867,7
JINDALSTEL.NS,0.5286393861635588,0.0060168663039803505,0.0018590566469356418,0.7559678554534912,0.0020273467525839806,8
KOTAKBANK.NS,0.5280554915429093,0.006723170168697834,0.0015720903174951673,0.7527928352355957,0.0015423974255099893,9
PFC.NS,0.5280442362884059,0.008319562301039696,0.0009976283181458712,0.7500523328781128,0.0020721096079796553,10
