date,open,high,low,close,volume
2024-04-01 09:15:00,9749.15,9846.85,9749.15,9845.0,13746
2024-04-01 09:30:00,9844.9,9875.0,9840.0,9847.85,11272
2024-04-01 09:45:00,9847.85,9884.7,9845.15,9871.0,7165
2024-04-01 10:00:00,9873.85,9880.6,9858.0,9873.05,5556
2024-04-01 10:15:00,9873.05,9899.0,9873.0,9895.6,12898
2024-04-01 10:30:00,9895.9,9898.3,9880.0,9880.0,7490
2024-04-01 10:45:00,9880.05,9884.45,9880.0,9882.85,11249
2024-04-01 11:00:00,9881.0,9892.7,9877.75,9890.0,6239
2024-04-01 11:15:00,9890.0,9896.8,9890.0,9895.2,6301
2024-04-01 11:30:00,9895.0,9906.7,9895.0,9897.4,17272
2024-04-01 11:45:00,9897.4,9897.45,9864.0,9871.95,10689
2024-04-01 12:00:00,9871.95,9888.5,9863.0,9863.1,10182
2024-04-01 12:15:00,9863.1,9886.4,9863.0,9874.9,8570
2024-04-01 12:30:00,9874.9,9892.45,9872.0,9874.0,7371
2024-04-01 12:45:00,9874.0,9975.0,9870.0,9955.95,42193
2024-04-01 13:00:00,9950.4,9957.05,9920.0,9940.95,20842
2024-04-01 13:15:00,9940.95,9942.5,9900.0,9906.2,15198
2024-04-01 13:30:00,9906.2,9974.95,9905.0,9965.8,12424
2024-04-01 13:45:00,9965.8,9997.05,9933.45,9944.95,19338
2024-04-01 14:00:00,9939.9,9962.15,9933.0,9954.55,9329
2024-04-01 14:15:00,9952.45,9971.55,9939.75,9954.0,11408
2024-04-01 14:30:00,9954.0,9959.0,9935.5,9940.05,56475
2024-04-01 14:45:00,9940.05,9962.05,9926.0,9956.15,15272
2024-04-01 15:00:00,9956.15,9963.95,9944.15,9950.55,20981
2024-04-01 15:15:00,9949.55,9975.0,9941.3,9956.05,27110
2024-04-02 09:15:00,9890.1,9950.0,9882.0,9946.05,17752
2024-04-02 09:30:00,9946.05,9963.65,9914.15,9928.0,11903
2024-04-02 09:45:00,9928.0,9928.0,9889.0,9890.0,7841
2024-04-02 10:00:00,9890.0,9916.95,9887.65,9908.9,7818
2024-04-02 10:15:00,9908.9,9956.2,9906.15,9952.15,6621
2024-04-02 10:30:00,9952.15,9960.0,9920.0,9921.15,8726
2024-04-02 10:45:00,9924.5,9927.45,9872.0,9874.95,10476
2024-04-02 11:00:00,9871.55,9906.35,9862.25,9903.65,8951
2024-04-02 11:15:00,9903.65,9934.45,9899.35,9926.9,12584
2024-04-02 11:30:00,9930.65,9951.95,9919.55,9933.95,13356
2024-04-02 11:45:00,9933.95,9947.65,9925.0,9925.0,5315
2024-04-02 12:00:00,9925.0,9925.45,9910.0,9924.7,8027
2024-04-02 12:15:00,9924.7,9924.7,9894.45,9894.45,4509
2024-04-02 12:30:00,9894.45,9903.35,9888.05,9897.55,4729
2024-04-02 12:45:00,9897.55,9910.0,9883.5,9885.05,3980
2024-04-02 13:00:00,9888.25,9899.2,9876.65,9882.3,6360
2024-04-02 13:15:00,9882.3,9882.3,9859.5,9866.95,5798
2024-04-02 13:30:00,9865.95,9879.7,9861.7,9872.45,4436
2024-04-02 13:45:00,9873.95,9893.15,9866.4,9866.45,6773
2024-04-02 14:00:00,9866.45,9883.9,9864.95,9880.0,3438
2024-04-02 14:15:00,9880.0,9891.65,9867.8,9868.0,4507
2024-04-02 14:30:00,9868.0,9879.7,9861.15,9869.4,12062
2024-04-02 14:45:00,9869.4,10039.2,9845.0,10013.4,37880
2024-04-02 15:00:00,10015.9,10059.0,9983.45,10019.95,44956
2024-04-02 15:15:00,10020.0,10084.2,10015.1,10057.0,47239
2024-04-03 09:15:00,10200.0,10277.7,10141.1,10178.1,140277
2024-04-03 09:30:00,10178.1,10178.1,10115.0,10160.7,34506
2024-04-03 09:45:00,10160.7,10175.0,10144.05,10150.0,13252
2024-04-03 10:00:00,10150.0,10218.0,10131.0,10195.55,30612
2024-04-03 10:15:00,10195.55,10198.0,10175.9,10192.0,10148
2024-04-03 10:30:00,10191.9,10195.0,10140.0,10151.95,19745
2024-04-03 10:45:00,10156.3,10163.95,10133.0,10163.9,11323
2024-04-03 11:00:00,10163.9,10164.25,10123.05,10132.3,13458
2024-04-03 11:15:00,10132.3,10140.95,10100.0,10121.65,19531
2024-04-03 11:30:00,10121.65,10121.65,10064.0,10093.35,12546
2024-04-03 11:45:00,10093.35,10093.35,10071.0,10077.8,7269
2024-04-03 12:00:00,10077.8,10084.4,10043.3,10061.75,8446
2024-04-03 12:15:00,10061.75,10075.0,10048.0,10073.95,6176
2024-04-03 12:30:00,10073.95,10080.1,10054.1,10062.9,9574
2024-04-03 12:45:00,10062.9,10087.4,10062.9,10065.05,6423
2024-04-03 13:00:00,10065.05,10071.5,10055.0,10055.55,5027
2024-04-03 13:15:00,10055.55,10061.05,10037.0,10052.1,6197
2024-04-03 13:30:00,10055.15,10056.0,10046.8,10052.0,5432
2024-04-03 13:45:00,10052.0,10057.0,10036.8,10038.85,5467
2024-04-03 14:00:00,10038.85,10038.85,10002.05,10028.3,19068
2024-04-03 14:15:00,10028.3,10048.35,10017.9,10024.2,7275
2024-04-03 14:30:00,10021.8,10025.4,10005.0,10014.9,7573
2024-04-03 14:45:00,10014.9,10014.9,9982.2,9992.35,14397
2024-04-03 15:00:00,9992.35,10006.35,9982.15,10000.05,24695
2024-04-03 15:15:00,10000.05,10027.95,9996.95,10027.95,37139
2024-04-04 09:15:00,10078.0,10078.9,10001.05,10036.7,32111
2024-04-04 09:30:00,10036.75,10043.9,9972.0,9977.3,17033
2024-04-04 09:45:00,9977.35,10003.55,9910.0,9942.55,23102
2024-04-04 10:00:00,9942.55,9990.95,9930.05,9933.5,13568
2024-04-04 10:15:00,9933.65,9970.35,9933.35,9958.15,5882
2024-04-04 10:30:00,9958.15,9967.4,9946.25,9953.2,5594
2024-04-04 10:45:00,9953.25,9970.25,9900.0,9916.55,15707
2024-04-04 11:00:00,9916.55,9948.8,9901.0,9940.5,8571
2024-04-04 11:15:00,9944.05,9946.15,9929.1,9944.65,6078
2024-04-04 11:30:00,9944.65,9960.0,9936.9,9955.0,22383
2024-04-04 11:45:00,9955.0,9959.95,9948.2,9949.85,4667
2024-04-04 12:00:00,9949.85,9964.45,9946.35,9951.55,7349
2024-04-04 12:15:00,9955.6,9959.0,9943.8,9953.25,13195
2024-04-04 12:30:00,9952.35,9987.95,9948.0,9987.95,18088
2024-04-04 12:45:00,9985.9,10025.0,9975.8,10008.45,26994
2024-04-04 13:00:00,10012.0,10013.0,9985.15,10012.7,16715
2024-04-04 13:15:00,10012.7,10036.5,9994.7,10026.15,21290
2024-04-04 13:30:00,10026.15,10050.0,10017.45,10023.9,13090
2024-04-04 13:45:00,10023.85,10029.65,10001.25,10014.05,4667
2024-04-04 14:00:00,10014.05,10047.0,10013.1,10033.25,8566
2024-04-04 14:15:00,10032.8,10049.25,10022.4,10037.85,7117
2024-04-04 14:30:00,10037.85,10037.85,10006.15,10015.3,5739
2024-04-04 14:45:00,10011.2,10027.75,9996.05,10003.85,9854
2024-04-04 15:00:00,10000.5,10015.0,9986.1,9999.05,19049
2024-04-04 15:15:00,10002.85,10025.0,9995.8,10000.1,19023
2024-04-05 09:15:00,10001.0,10019.85,9925.05,9928.05,17228
2024-04-05 09:30:00,9928.05,9944.95,9902.85,9913.95,12722
2024-04-05 09:45:00,9921.3,9930.0,9900.0,9900.0,11081
2024-04-05 10:00:00,9900.0,9914.0,9891.0,9900.05,10841
2024-04-05 10:15:00,9900.05,9922.15,9891.0,9910.6,10609
2024-04-05 10:30:00,9910.3,9933.45,9902.4,9906.1,9279
2024-04-05 10:45:00,9901.15,9905.75,9885.0,9894.9,8598
2024-04-05 11:00:00,9897.95,9899.9,9886.9,9897.7,7347
2024-04-05 11:15:00,9897.7,9903.85,9880.3,9881.0,11121
2024-04-05 11:30:00,9881.0,9881.0,9862.0,9869.55,11173
2024-04-05 11:45:00,9869.55,9896.0,9865.0,9870.95,9573
2024-04-05 12:00:00,9870.9,9893.0,9865.0,9892.4,13302
2024-04-05 12:15:00,9892.0,9908.0,9890.0,9893.0,8293
2024-04-05 12:30:00,9891.2,9904.7,9891.0,9895.85,5369
2024-04-05 12:45:00,9892.0,9894.95,9875.05,9880.65,4234
2024-04-05 13:00:00,9876.15,9880.65,9864.8,9864.8,5156
2024-04-05 13:15:00,9864.0,9870.0,9840.0,9865.65,11985
2024-04-05 13:30:00,9866.0,9870.0,9850.0,9850.05,6063
2024-04-05 13:45:00,9850.0,9880.0,9850.0,9874.75,8559
2024-04-05 14:00:00,9870.55,9879.0,9861.0,9863.65,5688
2024-04-05 14:15:00,9862.0,9878.0,9860.0,9865.8,5796
2024-04-05 14:30:00,9863.05,9866.6,9850.0,9853.5,5977
2024-04-05 14:45:00,9853.5,9853.5,9844.0,9846.0,12245
2024-04-05 15:00:00,9846.0,9846.4,9816.0,9817.4,28691
2024-04-05 15:15:00,9817.4,9834.0,9802.2,9830.3,37977
2024-04-08 09:15:00,9852.95,9899.0,9801.0,9876.25,24626
2024-04-08 09:30:00,9876.05,9888.0,9862.45,9874.1,6271
2024-04-08 09:45:00,9874.1,9898.15,9863.1,9877.4,7181
2024-04-08 10:00:00,9877.4,9896.8,9861.6,9888.95,6055
2024-04-08 10:15:00,9888.95,9888.95,9851.0,9852.5,5682
2024-04-08 10:30:00,9852.5,9871.7,9851.9,9860.05,4886
2024-04-08 10:45:00,9860.05,9869.5,9850.5,9860.8,5460
2024-04-08 11:00:00,9860.8,9874.75,9856.85,9862.65,4737
2024-04-08 11:15:00,9862.65,9877.0,9855.0,9855.0,11019
2024-04-08 11:30:00,9855.0,9860.0,9843.45,9854.0,8763
2024-04-08 11:45:00,9854.0,9863.25,9847.0,9854.8,4246
2024-04-08 12:00:00,9854.8,9859.0,9850.2,9851.25,3907
2024-04-08 12:15:00,9851.25,9855.65,9842.75,9843.15,4708
2024-04-08 12:30:00,9843.15,9855.35,9823.0,9832.65,10869
2024-04-08 12:45:00,9830.75,9844.4,9830.0,9836.25,6236
2024-04-08 13:00:00,9836.25,9842.8,9831.65,9838.75,4965
2024-04-08 13:15:00,9839.55,9840.65,9801.9,9805.9,10748
2024-04-08 13:30:00,9808.0,9839.0,9805.15,9837.7,7341
2024-04-08 13:45:00,9837.7,9845.65,9832.0,9841.6,5548
2024-04-08 14:00:00,9841.6,9843.0,9830.2,9836.0,5215
2024-04-08 14:15:00,9836.0,9878.0,9836.0,9873.15,11661
2024-04-08 14:30:00,9873.15,9878.0,9842.3,9850.95,13001
2024-04-08 14:45:00,9850.95,9870.0,9850.0,9863.2,7341
2024-04-08 15:00:00,9863.2,9869.9,9852.05,9860.0,14772
2024-04-08 15:15:00,9860.0,9872.5,9855.0,9855.0,18794
2024-04-09 09:15:00,9900.0,9917.9,9860.1,9900.85,9923
2024-04-09 09:30:00,9900.85,9909.9,9861.15,9873.05,6517
2024-04-09 09:45:00,9872.75,9907.45,9870.05,9900.0,6453
2024-04-09 10:00:00,9900.0,9993.8,9899.0,9989.7,25765
2024-04-09 10:15:00,9989.7,9990.0,9951.0,9961.7,9918
2024-04-09 10:30:00,9961.7,9970.8,9948.85,9964.65,6456
2024-04-09 10:45:00,9964.65,9965.9,9921.95,9926.45,8552
2024-04-09 11:00:00,9924.95,9949.9,9912.35,9919.45,16748
2024-04-09 11:15:00,9915.1,9934.8,9915.0,9919.5,4345
2024-04-09 11:30:00,9919.5,9928.2,9916.6,9928.15,3328
2024-04-09 11:45:00,9927.3,9954.35,9919.8,9952.45,3879
2024-04-09 12:00:00,9952.45,9954.55,9945.0,9947.45,6420
2024-04-09 12:15:00,9947.45,9947.45,9933.95,9938.0,4562
2024-04-09 12:30:00,9939.25,9939.25,9890.0,9902.85,20984
2024-04-09 12:45:00,9902.85,9903.95,9890.0,9891.0,3906
2024-04-09 13:00:00,9891.0,9891.0,9870.0,9873.8,4995
2024-04-09 13:15:00,9873.8,9873.8,9842.1,9852.8,8290
2024-04-09 13:30:00,9852.8,9852.8,9810.3,9821.8,8850
2024-04-09 13:45:00,9821.8,9839.45,9810.0,9820.6,8602
2024-04-09 14:00:00,9820.6,9825.0,9778.3,9780.65,12070
2024-04-09 14:15:00,9780.65,9812.85,9771.0,9797.65,11236
2024-04-09 14:30:00,9797.65,9800.25,9773.55,9778.95,15310
2024-04-09 14:45:00,9778.95,9792.4,9772.1,9778.95,12711
2024-04-09 15:00:00,9778.0,9781.5,9759.1,9765.15,26063
2024-04-09 15:15:00,9767.05,9779.6,9760.0,9770.0,29364
2024-04-10 09:15:00,9810.0,9810.0,9725.0,9739.1,15750
2024-04-10 09:30:00,9737.0,9755.0,9705.05,9745.95,7237
2024-04-10 09:45:00,9741.75,9763.25,9727.75,9738.1,4335
2024-04-10 10:00:00,9738.1,9746.6,9725.0,9732.35,2749
2024-04-10 10:15:00,9732.35,9759.9,9729.0,9757.0,2570
2024-04-10 10:30:00,9756.6,9817.25,9756.6,9800.55,8863
2024-04-10 10:45:00,9805.0,9815.95,9791.25,9804.8,4446
2024-04-10 11:00:00,9804.8,9838.0,9804.8,9820.2,12081
2024-04-10 11:15:00,9822.55,9825.0,9797.35,9807.05,5659
2024-04-10 11:30:00,9807.05,9817.0,9807.0,9814.3,2897
2024-04-10 11:45:00,9814.3,9820.0,9807.05,9816.8,4660
2024-04-10 12:00:00,9816.8,9816.8,9803.7,9804.05,3419
2024-04-10 12:15:00,9804.05,9820.0,9784.3,9800.75,9043
2024-04-10 12:30:00,9800.95,9814.6,9800.95,9808.05,4142
2024-04-10 12:45:00,9808.05,9830.0,9802.1,9829.0,3011
2024-04-10 13:00:00,9829.5,9858.0,9819.05,9853.45,6939
2024-04-10 13:15:00,9850.95,9851.95,9828.9,9834.05,4826
2024-04-10 13:30:00,9834.05,9858.0,9834.0,9853.0,5988
2024-04-10 13:45:00,9853.0,9853.8,9827.0,9842.25,4517
2024-04-10 14:00:00,9842.25,9847.75,9832.75,9844.1,3900
2024-04-10 14:15:00,9844.1,9853.7,9840.7,9846.5,6768
2024-04-10 14:30:00,9846.5,9854.6,9832.0,9835.35,7952
2024-04-10 14:45:00,9835.35,9850.3,9833.75,9835.15,8596
2024-04-10 15:00:00,9836.05,9844.1,9810.0,9817.4,22372
2024-04-10 15:15:00,9817.35,9817.4,9778.05,9801.0,23133
2024-04-12 09:15:00,9789.95,9789.95,9730.05,9760.1,19579
2024-04-12 09:30:00,9760.1,9763.8,9712.0,9717.9,19249
2024-04-12 09:45:00,9712.8,9738.05,9701.0,9735.1,15946
2024-04-12 10:00:00,9735.1,9744.45,9717.0,9721.15,10118
2024-04-12 10:15:00,9721.15,9758.0,9718.05,9751.05,11102
2024-04-12 10:30:00,9751.05,9763.45,9741.2,9760.8,10659
2024-04-12 10:45:00,9756.95,9783.3,9756.0,9770.0,9092
2024-04-12 11:00:00,9770.0,9808.25,9770.0,9806.25,10707
2024-04-12 11:15:00,9806.25,9830.4,9799.0,9827.2,14502
2024-04-12 11:30:00,9825.0,9846.45,9822.0,9844.6,14634
2024-04-12 11:45:00,9844.55,9850.0,9830.0,9835.0,12168
2024-04-12 12:00:00,9835.2,9843.0,9810.0,9811.0,11636
2024-04-12 12:15:00,9811.0,9812.2,9750.0,9764.95,23638
2024-04-12 12:30:00,9764.95,9769.65,9725.0,9748.4,19124
2024-04-12 12:45:00,9748.4,9748.4,9725.0,9730.0,7655
2024-04-12 13:00:00,9730.1,9738.7,9700.05,9720.2,12634
2024-04-12 13:15:00,9720.2,9731.3,9712.55,9730.95,5898
2024-04-12 13:30:00,9729.8,9733.85,9699.0,9699.0,12098
2024-04-12 13:45:00,9700.1,9721.95,9695.25,9710.4,7131
2024-04-12 14:00:00,9710.4,9712.9,9690.0,9700.1,13307
2024-04-12 14:15:00,9700.1,9719.75,9692.55,9715.0,11076
2024-04-12 14:30:00,9712.65,9716.7,9690.0,9695.9,15903
2024-04-12 14:45:00,9695.9,9708.0,9661.5,9677.6,37900
2024-04-12 15:00:00,9677.35,9699.0,9633.85,9633.85,59038
2024-04-12 15:15:00,9633.1,9639.95,9610.0,9620.0,54462
2024-04-15 09:15:00,9617.9,9617.9,9500.0,9582.4,25632
2024-04-15 09:30:00,9582.4,9584.95,9532.55,9549.1,8687
2024-04-15 09:45:00,9549.1,9586.0,9545.1,9570.0,5199
2024-04-15 10:00:00,9570.0,9582.0,9556.0,9581.75,11437
2024-04-15 10:15:00,9581.75,9608.2,9565.4,9590.0,12139
2024-04-15 10:30:00,9590.0,9600.0,9581.15,9590.0,3184
2024-04-15 10:45:00,9590.0,9609.0,9585.0,9601.7,6456
2024-04-15 11:00:00,9601.7,9604.0,9574.65,9585.0,4883
2024-04-15 11:15:00,9585.0,9592.3,9573.05,9589.8,3410
2024-04-15 11:30:00,9589.85,9589.85,9565.4,9572.0,2425
2024-04-15 11:45:00,9572.0,9579.95,9560.0,9577.0,3472
2024-04-15 12:00:00,9577.0,9590.0,9570.55,9582.35,2360
2024-04-15 12:15:00,9582.35,9590.0,9579.0,9584.2,5429
2024-04-15 12:30:00,9584.2,9594.0,9579.0,9584.85,6330
2024-04-15 12:45:00,9584.85,9590.0,9576.0,9576.6,4230
2024-04-15 13:00:00,9576.6,9576.6,9551.05,9560.25,9726
2024-04-15 13:15:00,9560.25,9562.0,9551.0,9553.6,4509
2024-04-15 13:30:00,9551.0,9553.65,9528.0,9530.0,4339
2024-04-15 13:45:00,9530.0,9539.95,9529.0,9533.85,1507
2024-04-15 14:00:00,9533.85,9541.1,9524.25,9524.8,4932
2024-04-15 14:15:00,9524.8,9526.6,9505.45,9515.0,4674
2024-04-15 14:30:00,9515.0,9520.0,9505.0,9506.35,9481
2024-04-15 14:45:00,9505.2,9513.95,9486.6,9510.0,26040
2024-04-15 15:00:00,9511.9,9517.45,9495.0,9504.3,20986
2024-04-15 15:15:00,9504.3,9519.6,9500.0,9500.5,28165
2024-04-16 09:15:00,9448.9,9448.9,9387.1,9418.0,29583
2024-04-16 09:30:00,9420.0,9447.0,9402.5,9442.95,33335
2024-04-16 09:45:00,9442.95,9459.0,9425.0,9439.3,55486
2024-04-16 10:00:00,9439.3,9452.0,9412.3,9415.0,12223
2024-04-16 10:15:00,9414.0,9415.05,9366.35,9374.85,17065
2024-04-16 10:30:00,9374.85,9402.8,9373.0,9375.0,10547
2024-04-16 10:45:00,9376.3,9422.1,9351.0,9408.8,40454
2024-04-16 11:00:00,9408.8,9417.7,9398.05,9412.0,17126
2024-04-16 11:15:00,9412.0,9414.95,9395.0,9395.05,27200
2024-04-16 11:30:00,9395.05,9410.6,9395.0,9405.0,17682
2024-04-16 11:45:00,9409.8,9415.0,9396.1,9397.0,12782
2024-04-16 12:00:00,9398.95,9407.9,9395.0,9406.1,10603
2024-04-16 12:15:00,9405.95,9406.25,9399.0,9400.25,16299
2024-04-16 12:30:00,9400.25,9408.75,9395.0,9402.8,15140
2024-04-16 12:45:00,9403.2,9410.0,9397.7,9402.35,7398
2024-04-16 13:00:00,9402.35,9407.45,9394.2,9396.85,12313
2024-04-16 13:15:00,9395.45,9410.0,9384.65,9405.05,6356
2024-04-16 13:30:00,9405.05,9419.15,9405.05,9419.05,22682
2024-04-16 13:45:00,9415.75,9435.0,9415.75,9433.0,24253
2024-04-16 14:00:00,9433.35,9479.0,9427.5,9471.3,31565
2024-04-16 14:15:00,9471.25,9494.95,9454.5,9462.0,46135
