symbol,momentum_score,trend_strength,directional_consistency,momentum_persistence,volatility,rank
JSWENERGY.NS,0.5722435807809234,0.03821233659982681,0.019234715029597282,0.8757635354995728,0.014912082813680172,1
ITC.NS,0.5662538550794125,0.049059297889471054,0.01533491164445877,0.8374353647232056,0.02490357868373394,2
CIPLA.NS,0.5615352995693683,0.03679533302783966,0.015734292566776276,0.8384581804275513,0.008889573626220226,3
NAUKRI.NS,0.5590136520564556,0.0417182482779026,0.017780907452106476,0.8255354166030884,0.024616453796625137,4
ADANIGREEN.NS,0.5575072214007377,0.03800036758184433,0.022486940026283264,0.8301771879196167,0.008894293569028378,5
BEL.NS,0.5536477494984865,0.06793985515832901,0.01581350341439247,0.7707195281982422,0.02190764993429184,6
IRFC.NS,0.5404736930504441,0.085160993039608,0.02794918604195118,0.7159801721572876,0.023912515491247177,7
RECLTD.NS,0.5387588024139405,0.037379566580057144,0.0303068608045578,0.7763301134109497,0.018500063568353653,8
ICICIGI.NS,0.5332478307187557,0.013416079804301262,0.020676404237747192,0.7802810668945312,0.013451366685330868,9
MOTHERSON.NS,0.5309917261824011,0.042842794209718704,0.01687195710837841,0.7297206521034241,0.01135524082928896,10
