symbol,momentum_score,trend_strength,directional_consistency,momentum_persistence,volatility,rank
HEROMOTOCO.NS,0.5832437047734856,0.05336274206638336,0.02332957275211811,0.8963249325752258,0.01730642095208168,1
SIEMENS.NS,0.5787634421139956,0.07468853145837784,0.016258690506219864,0.8458854556083679,0.020791905000805855,2
ONGC.NS,0.5768240815028548,0.09037116169929504,0.017261622473597527,0.8195136785507202,0.017797421663999557,3
HDFCBANK.NS,0.5713147516362369,0.04724114388227463,0.01056241150945425,0.8519567251205444,0.012005973607301712,4
BPCL.NS,0.5653303854167462,0.013890531845390797,0.01821931079030037,0.8841332197189331,0.015569965355098248,5
HAL.NS,0.5578272236511111,0.04377114772796631,0.015110885724425316,0.8161734342575073,0.018325194716453552,6
TATASTEEL.NS,0.5534464884549379,0.0226629339158535,0.01893647387623787,0.8335408568382263,0.013656395487487316,7
SHREECEM.NS,0.5344947127625346,0.028488900512456894,0.01347697339951992,0.7571408152580261,0.011520768515765667,8
BAJAJ-AUTO.NS,0.5327639415860176,0.02517482079565525,0.017438359558582306,0.7597517371177673,0.012509288266301155,9
BAJFINANCE.NS,0.5281423017382622,0.027872052043676376,0.02176421880722046,0.7450758218765259,0.014404235407710075,10
