symbol,momentum_score,trend_strength,directional_consistency,momentum_persistence,volatility,rank
SIEMENS.NS,0.6154060313478111,0.061451297253370285,0.01549801416695118,0.9849163889884949,0.03032463602721691,1
HINDALCO.NS,0.5949368867091834,0.04473210126161575,0.011682807467877865,0.9351629614830017,0.017023349180817604,2
TATASTEEL.NS,0.5921095438301562,0.041892386972904205,0.008249111473560333,0.9260910749435425,0.016080718487501144,3
ONGC.NS,0.5904347736388444,0.10325641185045242,0.02237946167588234,0.8528201580047607,0.01761196181178093,4
MARUTI.NS,0.589950417354703,0.035048723220825195,0.016050104051828384,0.9358198642730713,0.017724499106407166,5
RECLTD.NS,0.5881024062633514,0.051512911915779114,0.03655880689620972,0.928216278553009,0.029231801629066467,6
TCS.NS,0.5857074171304703,0.03714165836572647,0.024188995361328125,0.9270248413085938,0.027410613372921944,7
PFC.NS,0.5769048877060413,0.0591261051595211,0.04205750674009323,0.8862389922142029,0.04444480687379837,8
SBILIFE.NS,0.5646175703033804,0.03601943328976631,0.013317344710230827,0.847350001335144,0.018030494451522827,9
HEROMOTOCO.NS,0.5604949529282748,0.047834236174821854,0.012196010909974575,0.8167335391044617,0.014285420998930931,10
