symbol,momentum_score,trend_strength,directional_consistency,momentum_persistence,volatility,rank
BEL.NS,0.59061323646456,0.06430603563785553,0.022922607138752937,0.905892014503479,0.01821250468492508,1
ICICIPRULI.NS,0.5831267606467009,0.020360715687274933,0.0068032406270504,0.92341148853302,0.014515236020088196,2
IOC.NS,0.5817670186981558,0.038571517914533615,0.019413141533732414,0.9072078466415405,0.019535383209586143,3
CIPLA.NS,0.5766823349520565,0.02682880125939846,0.010033397004008293,0.896536111831665,0.006048267707228661,4
TECHM.NS,0.56820871187374,0.05084364861249924,0.011466375552117825,0.8377038836479187,0.018451258540153503,5
GODREJCP.NS,0.5657540906220675,0.042165521532297134,0.024650145322084427,0.8542764186859131,0.024747686460614204,6
INDUSINDBK.NS,0.5618785735219717,0.020300360396504402,0.017294351011514664,0.8631557822227478,0.01757609099149704,7
HAL.NS,0.5607152801007033,0.10008556395769119,0.027503903955221176,0.763107419013977,0.024093614891171455,8
SUNPHARMA.NS,0.5537943279370665,0.025862473994493484,0.013315154239535332,0.8248129487037659,0.009615972638130188,9
DRREDDY.NS,0.5409051667898893,0.030865143984556198,0.009482156485319138,0.771345853805542,0.012343998067080975,10
