symbol,momentum_score,trend_strength,directional_consistency,momentum_persistence,volatility,rank
TATAPOWER.NS,0.5838437993079424,0.02207564003765583,0.023779388517141342,0.9404911994934082,0.01900801993906498,1
HAVELLS.NS,0.5764062155038119,0.02430066280066967,0.022338133305311203,0.9112913012504578,0.011015763506293297,2
NTPC.NS,0.567337176669389,0.034983959048986435,0.009618544019758701,0.8540971875190735,0.01093339640647173,3
HEROMOTOCO.NS,0.5639876700937748,0.0394710935652256,0.01801418513059616,0.8453449606895447,0.01254972256720066,4
JSWENERGY.NS,0.5581948891282081,0.03427107632160187,0.017531409859657288,0.8324862718582153,0.016286812722682953,5
HDFCLIFE.NS,0.5571045778691769,0.03598218038678169,0.016478337347507477,0.8255173563957214,0.010990899987518787,6
ADANIGREEN.NS,0.5463659087195992,0.026405274868011475,0.01609043963253498,0.8021031022071838,0.008878141641616821,7
BAJAJFINSV.NS,0.5444173091091216,0.03676498681306839,0.009567213244736195,0.7752715945243835,0.009155521169304848,8
IOC.NS,0.5434110725298523,0.019377969205379486,0.014244915917515755,0.7997778654098511,0.01761687360703945,9
BEL.NS,0.5433519771322608,0.06403844058513641,0.023606164380908012,0.7493948340415955,0.01920287124812603,10
