symbol,momentum_score,trend_strength,directional_consistency,momentum_persistence,volatility,rank
PFC.NS,0.5831012545153499,0.03510371223092079,0.027097588405013084,0.9239634871482849,0.026357468217611313,1
TVSMOTOR.NS,0.5724811367690563,0.02543773502111435,0.019602470099925995,0.8939559459686279,0.01800321601331234,2
IOC.NS,0.5673252770677208,0.039933837950229645,0.01894049532711506,0.8567796349525452,0.024595392867922783,3
DIVISLAB.NS,0.552208436280489,0.03861308842897415,0.014178760349750519,0.8033894300460815,0.0158337764441967,4
NTPC.NS,0.5504032457247376,0.053755179047584534,0.01540115661919117,0.7784050703048706,0.011372476816177368,5
RECLTD.NS,0.5471401248127222,0.0604146383702755,0.03713453188538551,0.7803820967674255,0.02960248477756977,6
TORNTPHARM.NS,0.5447806813754141,0.026829631999135017,0.012056340463459492,0.7922191023826599,0.013447156175971031,7
MOTHERSON.NS,0.538217153865844,0.03592739999294281,0.015433580614626408,0.7615875601768494,0.012263704091310501,8
LT.NS,0.529618839174509,0.030280428007245064,0.012352079153060913,0.7373743057250977,0.011792782694101334,9
ADANIENT.NS,0.5295703871175647,0.13250115513801575,0.027198022231459618,0.6157644391059875,0.04332461580634117,10
