symbol,momentum_score,trend_strength,directional_consistency,momentum_persistence,volatility,rank
HINDUNILVR.NS,0.611853220500052,0.018654715269804,0.01198725588619709,1.0266250371932983,0.012555096298456192,1
POWERGRID.NS,0.568674392066896,0.02993139624595642,0.007900593802332878,0.8635733723640442,0.01210783515125513,2
LODHA.NS,0.5586271725594997,0.06722336262464523,0.032125554978847504,0.8045849800109863,0.023340115323662758,3
HDFCBANK.NS,0.553665030375123,0.05366089940071106,0.008313436061143875,0.7823156714439392,0.011087915860116482,4
ULTRACEMCO.NS,0.5493738572113216,0.020057542249560356,0.007464214228093624,0.8119670152664185,0.010762120597064495,5
KOTAKBANK.NS,0.5378040771931409,0.030976612120866776,0.010439228266477585,0.7618173360824585,0.021955275908112526,6
INDHOTEL.NS,0.5371027728542686,0.02623102441430092,0.017345963045954704,0.772713840007782,0.016875438392162323,7
MARUTI.NS,0.5244532183744013,0.036956775933504105,0.012998064048588276,0.7118997573852539,0.009638078510761261,8
ADANIGREEN.NS,0.5209848420694471,0.02750420942902565,0.013347247615456581,0.7132911086082458,0.015106516890227795,9
JSWENERGY.NS,0.5195930829271674,0.04778299480676651,0.02795363776385784,0.6962199211120605,0.028482655063271523,10
