symbol,momentum_score,trend_strength,directional_consistency,momentum_persistence,volatility,rank
M&M.NS,0.5812976330518722,0.030696069821715355,0.019842006266117096,0.9165726900100708,0.01649603061378002,1
NESTLEIND.NS,0.5703251386992634,0.020618770271539688,0.0149483447894454,0.8885404467582703,0.010275867767632008,2
INFY.NS,0.56534418258816,0.06288812309503555,0.016976075246930122,0.8176058530807495,0.03395804762840271,3
DIVISLAB.NS,0.5479067992419004,0.03437338024377823,0.0249115489423275,0.805436372756958,0.010440271347761154,4
NAUKRI.NS,0.5437979804351927,0.06109534204006195,0.013142431154847145,0.7443419098854065,0.020936619490385056,5
ADANIGREEN.NS,0.5313783838413656,0.029198627918958664,0.013421009294688702,0.7457507848739624,0.014829890802502632,6
BAJAJFINSV.NS,0.529719247482717,0.025961901992559433,0.010535923764109612,0.7416508793830872,0.008969089016318321,7
ULTRACEMCO.NS,0.5296347264200449,0.05888071283698082,0.022402141243219376,0.7093436121940613,0.010030212812125683,8
BHARTIARTL.NS,0.5292002145200967,0.056996900588274,0.011986080557107925,0.6999909281730652,0.013354980386793613,9
BAJAJ-AUTO.NS,0.5263015827164054,0.028783807530999184,0.02034563384950161,0.736305832862854,0.014900126494467258,10
