symbol,momentum_score,trend_strength,directional_consistency,momentum_persistence,volatility,rank
PNB.NS,0.6179056903347373,0.0505959615111351,0.016440613195300102,1.0086649656295776,0.018633656203746796,1
RECLTD.NS,0.6005824880674481,0.04938330128788948,0.019421974197030067,0.9555191993713379,0.020154064521193504,2
SIEMENS.NS,0.5877858749590814,0.037794165313243866,0.013057979755103588,0.9219520092010498,0.012706398032605648,3
TATACONSUM.NS,0.5726779231801629,0.018712107092142105,0.014648022130131721,0.8986249566078186,0.017973165959119797,4
INDIGO.NS,0.5666809905320406,0.05137752369046211,0.023821163922548294,0.8442544341087341,0.01919502019882202,5
INDHOTEL.NS,0.5619616443291306,0.04466428980231285,0.01646699197590351,0.8301200866699219,0.01734052784740925,6
HAL.NS,0.5595509488135576,0.042308513075113297,0.024577219039201736,0.8333356976509094,0.02068844623863697,7
POWERGRID.NS,0.5587119620293379,0.03486022353172302,0.014402773231267929,0.8302956819534302,0.03250344097614288,8
DRREDDY.NS,0.5574643504805863,0.04462990537285805,0.010403872467577457,0.8091118335723877,0.01263523381203413,9
NAUKRI.NS,0.5572717542760074,0.042806196957826614,0.012120491825044155,0.8126180768013,0.013015084899961948,10
