symbol,momentum_score,trend_strength,directional_consistency,momentum_persistence,volatility,rank
BEL.NS,0.5840720450505614,0.10241229087114334,0.01750844530761242,0.8278655409812927,0.020340772345662117,1
LODHA.NS,0.5721185963600874,0.08132544159889221,0.03980692848563194,0.8384349942207336,0.01924956776201725,2
LT.NS,0.5691371094435453,0.03660808503627777,0.027329321950674057,0.8756422400474548,0.01750781014561653,3
GRASIM.NS,0.5475950988009571,0.0233918484300375,0.011843936517834663,0.8059718012809753,0.012551491148769855,4
COALINDIA.NS,0.5402239123359323,0.0447419248521328,0.013640286400914192,0.754730761051178,0.01468708086758852,5
KOTAKBANK.NS,0.5398634016513825,0.01673738844692707,0.014061115682125092,0.7912892699241638,0.014305176213383675,6
ONGC.NS,0.5318136240355671,0.027261126786470413,0.01295564230531454,0.7493195533752441,0.04217356815934181,7
TATAPOWER.NS,0.5286070138216019,0.03930523991584778,0.02926751971244812,0.738883912563324,0.02171473018825054,8
ZYDUSLIFE.NS,0.5262248777318745,0.020462021231651306,0.007232161704450846,0.734032392501831,0.008549385704100132,9
NTPC.NS,0.5242386211641132,0.04821150004863739,0.010760211385786533,0.693940281867981,0.016504423692822456,10
