symbol,momentum_score,trend_strength,directional_consistency,momentum_persistence,volatility,rank
ICICIPRULI.NS,0.5782220945693552,0.031240586191415787,0.014031399972736835,0.8997842669487,0.018443316221237183,1
TRENT.NS,0.5639605531468987,0.13984328508377075,0.023759858682751656,0.7171706557273865,0.04811462387442589,2
HCLTECH.NS,0.5634957730770112,0.03880196064710617,0.016522973775863647,0.8431062698364258,0.011158337816596031,3
INDIGO.NS,0.562079938687384,0.039368122816085815,0.014115901663899422,0.8352248668670654,0.030713001266121864,4
CHOLAFIN.NS,0.5543313765898347,0.06176067888736725,0.02906784601509571,0.7944915294647217,0.027290182188153267,5
CGPOWER.NS,0.534682923182845,0.03765809163451195,0.037122007459402084,0.7691876292228699,0.01918828673660755,6
LODHA.NS,0.5306204568594695,0.06347692012786865,0.02891361340880394,0.7130125761032104,0.025504011660814285,7
BAJAJFINSV.NS,0.5301041699945926,0.04451950639486313,0.01926366239786148,0.7269182205200195,0.008212259970605373,8
CIPLA.NS,0.5299226140603422,0.028172403573989868,0.023340551182627678,0.7521860599517822,0.010838051326572895,9
TITAN.NS,0.5277606862597167,0.04479615390300751,0.011025561951100826,0.71049964427948,0.014162721112370491,10
